Gene Name,Functional Category
Rv1982A,virulence-detoxification-and-adaptation
Rv1991c,virulence-detoxification-and-adaptation
Rv1991A,virulence-detoxification-and-adaptation
Rv1996,virulence-detoxification-and-adaptation
Rv2005c,virulence-detoxification-and-adaptation
Rv2006,virulence-detoxification-and-adaptation
Rv2009,virulence-detoxification-and-adaptation
Rv2010,virulence-detoxification-and-adaptation
Rv2026c,virulence-detoxification-and-adaptation
Rv2028c,virulence-detoxification-and-adaptation
Rv2031c,virulence-detoxification-and-adaptation
Rv2063,virulence-detoxification-and-adaptation
Rv2063A,virulence-detoxification-and-adaptation
Rv2103c,virulence-detoxification-and-adaptation
Rv2104c,virulence-detoxification-and-adaptation
Rv2142c,virulence-detoxification-and-adaptation
Rv2142A,virulence-detoxification-and-adaptation
Rv2190c,virulence-detoxification-and-adaptation
Rv2214c,virulence-detoxification-and-adaptation
Rv2231A,virulence-detoxification-and-adaptation
Rv2231B,virulence-detoxification-and-adaptation
Rv2238c,virulence-detoxification-and-adaptation
Rv2274c,virulence-detoxification-and-adaptation
Rv2274A,virulence-detoxification-and-adaptation
Rv2299c,virulence-detoxification-and-adaptation
Rv2303c,virulence-detoxification-and-adaptation
Rv2319c,virulence-detoxification-and-adaptation
Rv2373c,virulence-detoxification-and-adaptation
Rv2374c,virulence-detoxification-and-adaptation
Rv2416c,virulence-detoxification-and-adaptation
Rv2427A,virulence-detoxification-and-adaptation
Rv2428,virulence-detoxification-and-adaptation
Rv2429,virulence-detoxification-and-adaptation
Rv2493,virulence-detoxification-and-adaptation
Rv2494,virulence-detoxification-and-adaptation
Rv2521,virulence-detoxification-and-adaptation
Rv2526,virulence-detoxification-and-adaptation
Rv2527,virulence-detoxification-and-adaptation
Rv2530c,virulence-detoxification-and-adaptation
Rv2530A,virulence-detoxification-and-adaptation
Rv2545,virulence-detoxification-and-adaptation
Rv2546,virulence-detoxification-and-adaptation
Rv2547,virulence-detoxification-and-adaptation
Rv2548,virulence-detoxification-and-adaptation
Rv2549c,virulence-detoxification-and-adaptation
Rv2550c,virulence-detoxification-and-adaptation
Rv2581c,virulence-detoxification-and-adaptation
Rv2595,virulence-detoxification-and-adaptation
Rv2596,virulence-detoxification-and-adaptation
Rv2601A,virulence-detoxification-and-adaptation
Rv2602,virulence-detoxification-and-adaptation
Rv2623,virulence-detoxification-and-adaptation
Rv2624c,virulence-detoxification-and-adaptation
Rv2740,virulence-detoxification-and-adaptation
Rv2757c,virulence-detoxification-and-adaptation
Rv2758c,virulence-detoxification-and-adaptation
Rv2759c,virulence-detoxification-and-adaptation
Rv2760c,virulence-detoxification-and-adaptation
Rv2801c,virulence-detoxification-and-adaptation
Rv2801A,virulence-detoxification-and-adaptation
Rv2829c,virulence-detoxification-and-adaptation
Rv2830c,virulence-detoxification-and-adaptation
Rv2862A,virulence-detoxification-and-adaptation
Rv2863,virulence-detoxification-and-adaptation
Rv2865,virulence-detoxification-and-adaptation
Rv2866,virulence-detoxification-and-adaptation
Rv2871,virulence-detoxification-and-adaptation
Rv2872,virulence-detoxification-and-adaptation
Rv3063,virulence-detoxification-and-adaptation
Rv3082c,virulence-detoxification-and-adaptation
Rv3098A,virulence-detoxification-and-adaptation
Rv3100c,virulence-detoxification-and-adaptation
Rv3134c,virulence-detoxification-and-adaptation
Rv3168,virulence-detoxification-and-adaptation
Rv3171c,virulence-detoxification-and-adaptation
Rv3176c,virulence-detoxification-and-adaptation
Rv3177,virulence-detoxification-and-adaptation
Rv3269,virulence-detoxification-and-adaptation
Rv3320c,virulence-detoxification-and-adaptation
Rv3321c,virulence-detoxification-and-adaptation
Rv3357,virulence-detoxification-and-adaptation
Rv3358,virulence-detoxification-and-adaptation
Rv3372,virulence-detoxification-and-adaptation
Rv3384c,virulence-detoxification-and-adaptation
Rv3385c,virulence-detoxification-and-adaptation
Rv3407,virulence-detoxification-and-adaptation
Rv3408,virulence-detoxification-and-adaptation
Rv3417c,virulence-detoxification-and-adaptation
Rv3418c,virulence-detoxification-and-adaptation
Rv3473c,virulence-detoxification-and-adaptation
Rv3490,virulence-detoxification-and-adaptation
Rv3494c,virulence-detoxification-and-adaptation
Rv3496c,virulence-detoxification-and-adaptation
Rv3497c,virulence-detoxification-and-adaptation
Rv3498c,virulence-detoxification-and-adaptation
Rv3499c,virulence-detoxification-and-adaptation
Rv3500c,virulence-detoxification-and-adaptation
Rv3501c,virulence-detoxification-and-adaptation
Rv3617,virulence-detoxification-and-adaptation
Rv3648c,virulence-detoxification-and-adaptation
Rv3660c,virulence-detoxification-and-adaptation
Rv3661,virulence-detoxification-and-adaptation
Rv3670,virulence-detoxification-and-adaptation
Rv3697c,virulence-detoxification-and-adaptation
Rv3697A,virulence-detoxification-and-adaptation
Rv3756c,virulence-detoxification-and-adaptation
Rv3757c,virulence-detoxification-and-adaptation
Rv3758c,virulence-detoxification-and-adaptation
Rv3759c,virulence-detoxification-and-adaptation
Rv3846,virulence-detoxification-and-adaptation
Rv3922c,virulence-detoxification-and-adaptation
Rv0033,lipid-metabolism
Rv0035,lipid-metabolism
Rv0045c,lipid-metabolism
Rv0088,lipid-metabolism
Rv0098,lipid-metabolism
Rv0099,lipid-metabolism
Rv0101,lipid-metabolism
Rv0119,lipid-metabolism
Rv0129c,lipid-metabolism
Rv0131c,lipid-metabolism
Rv0145,lipid-metabolism
Rv0146,lipid-metabolism
Rv0154c,lipid-metabolism
Rv0166,lipid-metabolism
Rv0214,lipid-metabolism
Rv0215c,lipid-metabolism
Rv0221,lipid-metabolism
Rv0222,lipid-metabolism
Rv0230c,lipid-metabolism
Rv0231,lipid-metabolism
Rv0242c,lipid-metabolism
Rv0243,lipid-metabolism
Rv0244c,lipid-metabolism
Rv0270,lipid-metabolism
Rv0271c,lipid-metabolism
Rv0281,lipid-metabolism
Rv0400c,lipid-metabolism
Rv0404,lipid-metabolism
Rv0405,lipid-metabolism
Rv0436c,lipid-metabolism
Rv0437c,lipid-metabolism
Rv0447c,lipid-metabolism
Rv0456c,lipid-metabolism
Rv0468,lipid-metabolism
Rv0469,lipid-metabolism
Rv0470c,lipid-metabolism
Rv0503c,lipid-metabolism
Rv0533c,lipid-metabolism
Rv0551c,lipid-metabolism
Rv0557,lipid-metabolism
Rv0564c,lipid-metabolism
Rv0632c,lipid-metabolism
Rv0642c,lipid-metabolism
Rv0643c,lipid-metabolism
Rv0644c,lipid-metabolism
Rv0645c,lipid-metabolism
Rv0649,lipid-metabolism
Rv0672,lipid-metabolism
Rv0673,lipid-metabolism
Rv0675,lipid-metabolism
Rv0726c,lipid-metabolism
Rv0731c,lipid-metabolism
Rv0752c,lipid-metabolism
Rv0824c,lipid-metabolism
Rv0830,lipid-metabolism
Rv0852,lipid-metabolism
Rv0855,lipid-metabolism
Rv0859,lipid-metabolism
Rv0860,lipid-metabolism
Rv0873,lipid-metabolism
Rv0893c,lipid-metabolism
Rv0895,lipid-metabolism
Rv0904c,lipid-metabolism
Rv0905,lipid-metabolism
Rv0914c,lipid-metabolism
Rv0947c,lipid-metabolism
Rv0971c,lipid-metabolism
Rv0972c,lipid-metabolism
Rv0973c,lipid-metabolism
Rv0974c,lipid-metabolism
Rv0975c,lipid-metabolism
Rv1013,lipid-metabolism
Rv1058,lipid-metabolism
Rv1070c,lipid-metabolism
Rv1071c,lipid-metabolism
Rv1074c,lipid-metabolism
Rv1094,lipid-metabolism
Rv1135A,lipid-metabolism
Rv1136,lipid-metabolism
Rv1141c,lipid-metabolism
Rv1142c,lipid-metabolism
Rv1143,lipid-metabolism
Rv1153c,lipid-metabolism
Rv1175c,lipid-metabolism
Rv1180,lipid-metabolism
Rv1181,lipid-metabolism
Rv1182,lipid-metabolism
Rv1185c,lipid-metabolism
Rv1193,lipid-metabolism
Rv1206,lipid-metabolism
Rv1323,lipid-metabolism
Rv1344,lipid-metabolism
Rv1345,lipid-metabolism
Rv1346,lipid-metabolism
Rv1347c,lipid-metabolism
Rv1350,lipid-metabolism
Rv1425,lipid-metabolism
Rv1427c,lipid-metabolism
Rv1467c,lipid-metabolism
Rv1472,lipid-metabolism
Rv1483,lipid-metabolism
Rv1484,lipid-metabolism
Rv1492,lipid-metabolism
Rv1493,lipid-metabolism
Rv1521,lipid-metabolism
Rv1527c,lipid-metabolism
Rv1528c,lipid-metabolism
Rv1529,lipid-metabolism
Rv1543,lipid-metabolism
Rv1544,lipid-metabolism
Rv1549,lipid-metabolism
Rv1550,lipid-metabolism
Rv1551,lipid-metabolism
Rv1618,lipid-metabolism
Rv1627c,lipid-metabolism
Rv1660,lipid-metabolism
Rv1661,lipid-metabolism
Rv1662,lipid-metabolism
Rv1663,lipid-metabolism
Rv1664,lipid-metabolism
Rv1665,lipid-metabolism
Rv1679,lipid-metabolism
Rv1683,lipid-metabolism
Rv1715,lipid-metabolism
Rv1722,lipid-metabolism
Rv1729c,lipid-metabolism
Rv1750c,lipid-metabolism
Rv1760,lipid-metabolism
Rv1814,lipid-metabolism
Rv1822,lipid-metabolism
Rv1866,lipid-metabolism
Rv1867,lipid-metabolism
Rv1886c,lipid-metabolism
Rv1912c,lipid-metabolism
Rv1925,lipid-metabolism
Rv1933c,lipid-metabolism
Rv1934c,lipid-metabolism
Rv1935c,lipid-metabolism
Rv2002,lipid-metabolism
Rv2048c,lipid-metabolism
Rv2173,lipid-metabolism
Rv2187,lipid-metabolism
Rv2188c,lipid-metabolism
Rv2243,lipid-metabolism
Rv2244,lipid-metabolism
Rv2245,lipid-metabolism
Rv2246,lipid-metabolism
Rv2247,lipid-metabolism
Rv2252,lipid-metabolism
Rv2261c,lipid-metabolism
Rv2262c,lipid-metabolism
Rv2285,lipid-metabolism
Rv2289,lipid-metabolism
Rv2377c,lipid-metabolism
Rv2378c,lipid-metabolism
Rv2379c,lipid-metabolism
Rv2380c,lipid-metabolism
Rv2381c,lipid-metabolism
Rv2382c,lipid-metabolism
Rv2383c,lipid-metabolism
Rv2384,lipid-metabolism
Rv2385,lipid-metabolism
Rv2386c,lipid-metabolism
Rv2482c,lipid-metabolism
Rv2483c,lipid-metabolism
Rv2484c,lipid-metabolism
Rv2486,lipid-metabolism
Rv2500c,lipid-metabolism
Rv2501c,lipid-metabolism
Rv2502c,lipid-metabolism
Rv2503c,lipid-metabolism
Rv2504c,lipid-metabolism
Rv2505c,lipid-metabolism
Rv2523c,lipid-metabolism
Rv2524c,lipid-metabolism
Rv2590,lipid-metabolism
Rv2605c,lipid-metabolism
Rv2610c,lipid-metabolism
Rv2611c,lipid-metabolism
Rv2612c,lipid-metabolism
Rv2613c,lipid-metabolism
Rv2679,lipid-metabolism
Rv2724c,lipid-metabolism
Rv2746c,lipid-metabolism
Rv2789c,lipid-metabolism
Rv2794c,lipid-metabolism
Rv2831,lipid-metabolism
Rv2881c,lipid-metabolism
Rv2928,lipid-metabolism
Rv2930,lipid-metabolism
Rv2931,lipid-metabolism
Rv2932,lipid-metabolism
Rv2933,lipid-metabolism
Rv2934,lipid-metabolism
Rv2935,lipid-metabolism
Rv2939,lipid-metabolism
Rv2940c,lipid-metabolism
Rv2941,lipid-metabolism
Rv2946c,lipid-metabolism
Rv2947c,lipid-metabolism
Rv2948c,lipid-metabolism
Rv2950c,lipid-metabolism
Rv2953,lipid-metabolism
Rv2982c,lipid-metabolism
Rv3039c,lipid-metabolism
Rv3061c,lipid-metabolism
Rv3087,lipid-metabolism
Rv3088,lipid-metabolism
Rv3089,lipid-metabolism
Rv3107c,lipid-metabolism
Rv3130c,lipid-metabolism
Rv3139,lipid-metabolism
Rv3140,lipid-metabolism
Rv3141,lipid-metabolism
Rv3221c,lipid-metabolism
Rv3229c,lipid-metabolism
Rv3233c,lipid-metabolism
Rv3234c,lipid-metabolism
Rv3252c,lipid-metabolism
Rv3274c,lipid-metabolism
Rv3280,lipid-metabolism
Rv3281,lipid-metabolism
Rv3285,lipid-metabolism
Rv3371,lipid-metabolism
Rv3373,lipid-metabolism
Rv3374,lipid-metabolism
Rv3383c,lipid-metabolism
Rv3391,lipid-metabolism
Rv3392c,lipid-metabolism
Rv3398c,lipid-metabolism
Rv3399,lipid-metabolism
Rv3409c,lipid-metabolism
Rv3480c,lipid-metabolism
Rv3504,lipid-metabolism
Rv3505,lipid-metabolism
Rv3506,lipid-metabolism
Rv3513c,lipid-metabolism
Rv3515c,lipid-metabolism
Rv3516,lipid-metabolism
Rv3522,lipid-metabolism
Rv3523,lipid-metabolism
Rv3540c,lipid-metabolism
Rv3543c,lipid-metabolism
Rv3544c,lipid-metabolism
Rv3546,lipid-metabolism
Rv3550,lipid-metabolism
Rv3556c,lipid-metabolism
Rv3560c,lipid-metabolism
Rv3561,lipid-metabolism
Rv3562,lipid-metabolism
Rv3563,lipid-metabolism
Rv3564,lipid-metabolism
Rv3573c,lipid-metabolism
Rv3667,lipid-metabolism
Rv3720,lipid-metabolism
Rv3734c,lipid-metabolism
Rv3740c,lipid-metabolism
Rv3761c,lipid-metabolism
Rv3767c,lipid-metabolism
Rv3774,lipid-metabolism
Rv3790,lipid-metabolism
Rv3791,lipid-metabolism
Rv3797,lipid-metabolism
Rv3799c,lipid-metabolism
Rv3800c,lipid-metabolism
Rv3801c,lipid-metabolism
Rv3803c,lipid-metabolism
Rv3804c,lipid-metabolism
Rv3820c,lipid-metabolism
Rv3824c,lipid-metabolism
Rv3825c,lipid-metabolism
Rv3826,lipid-metabolism
